Código;Nombre;Dirección;C.P.;Municipio;Pedanía;Teléfono;Fax;Email;URL Real;URL Corta;Latitud;Longitud;Descripción;Foto 1;Foto 2;Foto 3;Foto 4;Foto 5;Foto 6;Foto 7;Foto 8;Foto 9;Foto 10;Foto 11;Foto 12;Foto 13;Foto 14
;;turismo@ayto-launion.com;;;4163029;689600;<p><strong>El edificio</strong>.- Construido en 1892 est&aacute, declarado como Bien de Inter&eacute,s Cultural. Fundado para atender a los heridos de la actividad minera, es de planta rectangular con capilla central y estancias circundantes para los internos. Con torre octogonal con c&uacute,pula semiesf&eacute,rica de la capilla y peque&ntilde,a linterna superior.<br /><br /><strong>La exposici&oacute,n</strong>.- En &eacute,l est&aacute,n expuestos parte de los mosaicos y pinturas sobre estuco, hallados en las excavaciones de la villa romana del siglo I-III d.C. de la huerta del &quot,Paturro&quot,. Los mosaicos de factura &quot,opus tesellatum&quot,, tienen como motivo central decorativo el pavo real y el rostro femenino y son una magn&iacute,fica muestra de este arte suntuario.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/lorcaarqueologico_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/lorcaarqueologico2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000320043_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000320044_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000320045_g.jpg;;;;;;;;;
8;Museo Arqueológico la Encomienda;calle mayor nº 14;30420;Calasparra;CALASPARRA;968 745 325;968 745 325;oficinadeturismodecalasparra@gmail.com;http://turismocalasparra.es;;4232456;614330;<p>Conserva y expone los restos de la cultura medieval hallados en el t&eacute,rmino municipal de la villa y su entorno, desde el Paleol&iacute,tico hasta la cultura musulmana del s. XIII.<br />El museo cuenta, con casi 700 objetos relacionados con la Arqueolog&iacute,a y las Ciencias Naturales.<br /><br />Destacan, dentro de la colecci&oacute,n arqueol&oacute,gica, los hallazgos isl&aacute,micos del <strong>yacimiento de la Villa Vieja</strong>. De la colecci&oacute,n dedicada a las Ciencias Naturales hay abundantes f&oacute,siles y minerales.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000920011_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000920013_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000920014_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8-5_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8-6_g.jpg;;;;;;;;;
104;Museo Arqueológico los Baños;C/ Sánchez Vidal, 5;30840;Alhama de Murcia;ALHAMA DE MURCIA;968 630 776;;museoarqueologico@alhamademurcia.es;http://www.museoalhamademurcia.es/;;-1.4249634;37.8526234;<p>El Museo Arqueol&oacute,gico Los Ba&ntilde,os es un museo de sitio, creado para conservar y proteger los restos arqueol&oacute,gicos de los Ba&ntilde,os romanos de Alhama de Murcia, del siglo I d.C., mostrando espacios tem&aacute,ticos de las distintas culturas que los han reutilizado.</p><p>Su arquitectura constituye un ejemplo de conservaci&oacute,n del patrimonio, en un mismo complejo, de salas romanas, la reutilizaci&oacute,n de las mismas en el per&iacute,odo isl&aacute,mico y cristiano, hasta la construcci&oacute,n del nuevo balneario en el siglo XIX.</p><p>Sus restos arqueol&oacute,gicos fueron declarados en el a&ntilde,o 1983 Monumento Hist&oacute,rico-Art&iacute,stico de car&aacute,cter nacional (B.I.C) y en mayo de 2008 ha sido incluido en la Red de Museos de la Regi&oacute,n de Murcia.</p><p>A principios del siglo XX el balneario alcanza su mayor esplendor, recibiendo visitas tan ilustres como la de D. Santiago Ram&oacute,n y Cajal.</p><p>En el Museo se celebran actividades culturales durante todo el a&ntilde,o (representaciones, encuentros de corales, conciertos de m&uacute,sica cl&aacute,sica, exposiciones, conferencias,&hellip,).</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000320051_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000320052_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/32005i3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/32005i4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/32005i5_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/32005i6_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/32005i7_g.jpg;;;;;;;
9;Museo Arqueológico Municipal Cayetano de Mergelina;C/ España, 37;30510;Yecla;YECLA;968 790 901;968 752 893;casacultura@yecla.es;http://www.bibliotecaspublicas.es/yecla/index.jsp;;4275643;664368;<p>Se encuentra en la actual Casa Municipal de Cultura, ubicada en la &iquest,Casa Palacio de los Ortega&iquest,. El edificio es una buena muestra de <strong>arquitectura civil del siglo XVIII</strong>, conservando buena parte de su estructura original.<br />Los quinientos metros cuadrados de exposici&oacute,n permanente con que cuenta el museo se dividen en cuatro &aacute,mbitos culturales: Monte Arab&iacute, (Prehistoria. Arte rupestre), Yacimiento Ib&eacute,rico del Cerro de los Santos (Protohistoria o Prerromano y donde se exhibe la Gran Dama Oferente), Torrejones (Romanizaci&oacute,n, donde se muestran mosaicos, estucos y m&aacute,rmoles romanos) y Cerro del Castillo (Edad Media: periodo isl&aacute,mico y periodo cristiano, con restos de una vivienda &aacute,rabe). A trav&eacute,s de sus doce salas se puede contemplar una magnifica selecci&oacute,n de piezas que dan buena cuenta de la riqueza arqueol&oacute,gica del t&eacute,rmino municipal de Yecla. El Museo se cre&oacute, en el a&ntilde,o 1983 siendo heredero de la antigua Colecci&oacute,n Arqueol&oacute,gica Municipal constituida y mostrada en exposici&oacute,n permanente desde el a&ntilde,o 1958, acordando el Excmo. Ayuntamiento de Yecla en el a&ntilde,o 1987 nominarlo &iquest,Cayetano de Mergelina&iquest,. En el a&ntilde,o 1990 el Museo se integra en la Red Regional de Museos. Los antecedentes habr&iacute,a que buscarlos en la colecci&oacute,n arqueol&oacute,gica reunida por el escolapio Carlos Lasalde Nombela en el &uacute,ltimo cuarto el siglo XIX, producto de las excavaciones arqueol&oacute,gicas practicadas en el santuario ib&eacute,rico del Cerro de los Santos. El Museo est&aacute, concebido como un espacio de divulgaci&oacute,n y ense&ntilde,anza, a la vez que como un centro de documentaci&oacute,n especializada, con una exposici&oacute,n dise&ntilde,ada de forma atractiva y pedag&oacute,gica a un tiempo. Un recorrido fascinante que comienza en torno al 150000 a.C (Paleol&iacute,tico Medio) y termina en la Baja Edad Media a fines del siglo XV y en el que se ofrece una magn&iacute,fica visi&oacute,n de c&oacute,mo ha sido gestionado un mismo espacio o territorio en distintos tiempos. La actual Carta Arqueol&oacute,gica Municipal recoge un total de 71 yacimientos arqueol&oacute,gicos de los que en la exposici&oacute,n permanente del Museo vienen representados 45 yacimientos arqueol&oacute,gicos, a trav&eacute,s de 252 colecciones que se corresponden con 719 piezas.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-9-2_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-9-3_g.jpg;;;;;;;;;;;;
53;Museo Arqueológico Municipal de Águilas.;C/ Conde de Aranda, 5;30880;Águilas;AGUILAS;968 493 287;;museo@ayuntamientodeaguilas.org;www.aguilas.es;;-1.5848797;37.4046067;<p>Creado en el a&ntilde,o 2000, el museo alberga materiales expuestos desde la Prehistoria hasta la &eacute,poca isl&aacute,mica. Destacan por encima de todas las colecciones la de &eacute,poca romana as&iacute, como la de f&oacute,siles.<br /><br />De la colecci&oacute,n romana cabe destacar la cantidad de restos extra&iacute,dos de las excavaciones realizadas en los &uacute,ltimos a&ntilde,os, sobre todo en el casco urbano y que documenta el asentamiento romano de &Aacute,guilas.<br /><br />El Centro de Interpretaci&oacute,n del Mar cuenta con una peque&ntilde,a sala de exposiciones permanente donde se exhibe un acuario con peces de la zona, y una serie de objetos relacionados con el mar.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00004620011_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00004620012_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00004620013_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00004620014_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00004620015_g.jpg;;;;;;;;;
51;Museo Arqueológico Municipal de Cartagena;C/ Ramón y Cajal, 45;30205;Cartagena;CARTAGENA;968 128 968;968 128 882;;http://www.museoarqueologicocartagena.es;;4164332;677458;Una de las más completas muestras arqueológicas de la región. <b>El emplazamiento</b> fue construido en 1982 alrededor de una necrópolis romana del siglo IV.<p>Colecciones de puntas de flecha, hachas, vasos votivos y ajuares del Paleolítico-Eneolítico y cerámicas griegas y del Argar. El grueso de la muestra lo compone la <b>colección romana</b>, con epigrafías funerarias, lápidas, monedas, mosaicos... <p>El piso superior está dedicado a los utensilios utilizados por los romanos en la excavación de las cercanas minas de La Unión.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001220014_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001220015_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001220016_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001220017_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001220018_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001220019_g.jpg;;;;;;;;
30;Museo Arqueológico Municipal de Cehegín;Plaza del Castillo, s/n;30430;Cehegín;CEHEGIN;968 74 25 25;;museocehegin@hotmail.com;http://www.turismocehegin.es;;-1.800391;38.097668;<p>En la actualidad cuenta con 12 salas de exposici&oacute,n, m&aacute,s las de divulgaci&oacute,n y biblioteca.<br />El museo consta de tres edificios, dos de ellos hist&oacute,ricos.<br />Se trata del antiguo Ayuntamiento, el Palacio de los Fajardo, inaugurado en 1676 y cuyas fachada principal y dependencias fueron construidas en el a&ntilde,o 1745 sobre anexos del castillo del siglo XII. El otro edificio est&aacute, situado en la calle Mayor y corresponde a una casa noble de menor tama&ntilde,o del siglo XVIII. Entre los tres suman m&aacute,s de 2.800 metros cuadrados en planta.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001620011_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001620012_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001620013_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001620014_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001620015_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001620016_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001620017_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-30-8_g.JPG;;;;;;
15;Museo Arqueológico Municipal Jerónimo Molina;Pza. de Arriba, s/n. Antiguo Palacio del Concejo.;30520;Jumilla;JUMILLA;968 757 379;;arqueologia@jumilla.org;;;-1.3335343;38.4758873;<p>El museo arqueol&oacute,gico est&aacute, albergado en el Palacio del Concejo, realizado a mediados del siglo XVI, <strong>&uacute,nico ejemplo de arquitectura civil dentro del Renacimiento</strong> en la Regi&oacute,n de Murcia.<br /><br />Tiene tres cuerpos horizontales separados por cornisas. El primero tiene dos amplios arcos que descansan sobre tres gruesas columnas de orden toscano, que daban cobijo a la <strong>antigua lonja</strong>. El segundo cuerpo, consta de tres ventanas con frontispicios sobre ellas, y el tercero, el m&aacute,s llamativo, es una arcada de columnas salom&oacute,nicas entrelazadas. Tras la remodelaci&oacute,n en 1997, fue inaugurado como Museo.<br /><br />La colecci&oacute,n arqueol&oacute,gica cuenta con utensilios encontrados en los ricos yacimientos de la comarca. Adem&aacute,s de arte Paleol&iacute,tico, Neol&iacute,tico y del Bronce, alberga la colecci&oacute,n procedente del poblado de <strong>Coimbra y del Barranco Ancho</strong>, donde aparecieron 150 sepulturas &iacute,beras.<br /><br />Entre cer&aacute,mica, tabas dadas para el juego, enseres dom&eacute,sticos, lanza y espadas, destaca el <strong>Cipo funerario de los Jinetes</strong>, de forma c&uacute,bica, en el que se relata la vida del personaje en cuatro relieves bien conservados.<br /><br />De &eacute,poca romana, podemos ver un mosaico ramano de la Villa de los Cipreses. Una colecci&oacute,n de vajillas de la cer&aacute,mica t&iacute,pica romana, conocida como terra sigilita, terracotas de dioses dom&eacute,sticos y lucernas, algunas con motivos cristianos, completan la exposici&oacute,n de este periodo.</p><p>De la &eacute,poca isl&aacute,mica se conservan cer&aacute,micas estampilladas (S.XIII) y con decoraci&oacute,n al manganeso (S.XII). Las lozas cristianas cierran este recorrido hist&oacute,rico, destac&aacute,ndose las lujosas de reflejos met&aacute,licos (S.XV).</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120021_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120022_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120023_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120024_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120025_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120027_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000120026_g.jpg;;;;;;;
26;Museo Arqueológico Municipal la Soledad;Cuesta del Castillo, s/n. Iglesia de la Soledad;30400;Caravaca de la Cruz;CARAVACA DE LA CRUZ;968 705 620 (Reservas) / 968 700 512 (Museo);;reservas@caravacadelacruz.es;www.turismocaravaca.com;;-1.859889;38.108111;<p>El Museo Arqueol&oacute,gico es un centro cultural de primer orden. El edificio cultural se asienta sobre lo que fue una iglesia construida en el emplazamiento de la primitiva parroquia del Salvador, que desde finales del siglo XVII pas&oacute, a integrar el mayorazgo de la familia Mu&ntilde,oz, recayendo durante los siglos XVIII y XIX, en los condes de Clavijo y marqueses del Salar a ra&iacute,z de alianzas matrimoniales y particiones de herencia.<br />El Museo Arqueol&oacute,gico contiene piezas fruto de los numerosos hallazgos realizados en las excavaciones efectuadas en diversos yacimientos arqueol&oacute,gicos, sobre todo en las llevadas a cabo en el complejo &iacute,bero-romano de La Encarnaci&oacute,n.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-26-4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-26-5_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-26-6_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-26-7_g.jpg;;;;;;;;;;
140;MUSEO CARRILERO;Pza. José Carrilero, s/n;30400;Caravaca de la Cruz;CARAVACA DE LA CRUZ;968 70 56 20;;reservas@caravacadelacruz.es;www.josecarrilero.net/museo/index.htm;;-1.859306;38.1066389;<p>Se trata de un museo monogr&aacute,fico dedicado a la obra del conocido escultor caravaque&ntilde,o Jos&eacute, Carrilero. Al contrario que otros museos, &eacute,ste se ubica en las traseras y s&oacute,tanos de una antigua vivienda palaciega construida en el segundo cuarto del siglo XVII por don Luis de Gadea Sahajosa, regidor de villa de Caravaca.<br />En los siglos XVIII y XIX el inmueble perteneci&oacute, a una rama de la familia Mu&ntilde,oz de Ot&aacute,lora y sus herederos los marqueses de San Mam&eacute,s de Ar&aacute,s, hasta que fue adquirido por otros particulares. Durante alg&uacute,n tiempo del siglo XX estuvo arrendado como Casa y Cuartel de la Guardia Civil.<br />Para completar la visita, hay que hacerla tranquilamente, pues el museo alberga noventa obras entre esculturas, pinturas y medallas.<br />En las plantas Primera, Segunda y Entresuelo se expone una muestra representativa de la pintura del autor, donde destacan diversos bocetos y propuestas figurativas que m&aacute,s tarde se convirtieron en obras escult&oacute,ricas. Mientras en el s&oacute,tano se dedica casi &iacute,ntegramente a la obra escult&oacute,rica de Carrilero con 49 bronces de variado formato y 14 medallas esculpidas y grabadas.<br />La plaza y la portada del Museo presentan un extraordinario grupo escult&oacute,rico a tama&ntilde,o natural formado por un tr&iacute,o de instrumentistas, tema cl&aacute,sico en el repertorio del autor, compuesto por las figuras de la flautista, violonchelista y trompetista.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-140-1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-140-2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-140-3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-140-4_g.jpg;;;;;;;;;;
5447;Museo Ciudad de Mula;C/ Doña Elvira, 4;30170;Mula;MULA;968 661 501;;turismo@aytomula.es;www.mula.es;;-1.48824;38.040851;<p>&iquest,Cu&aacute,nto conoces de la ciudad de Mula? Si no es demasiado, el Museo Ciudad de Mula te ense&ntilde,ar&aacute, todo lo necesario para que te acerques a la cultura, arte y tradiciones de la ciudad.<br />Una de sus exposiciones permanentes es &quot,El Legado de Mula en la Historia&quot,. En ella, el visitante realiza un recorrido desde la Prehistoria hasta la Historia reciente de la ciudad. Las piezas que se pueden ver proceden &uacute,nicamente de yacimientos de Mula, cuyas colecciones se conservaban en los fondos del Museo Arqueol&oacute,gico de Murcia, destacando algunas de ellas por su singularidad al no haber hallado paralelo en otras excavaciones.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-5447-1_g.jpg;;;;;;;;;;;;;
5282;Museo Crux Caravacensis;C/ Mayor, 18 Bajo;30400;Caravaca de la Cruz;;666 071 480;;cruciscaravacensis@cruciscaravacensis.com;;;;;<p>Un recorrido por la historia de la Cruz de Caravaca desde los siglos XVI al XIX en Alemania, Austria, Polonia, Francia, Rep&uacute,blica Checa, Italia y Pa&iacute,ses Bajos. Peque&ntilde,as reproducciones que se muestran en la exposici&oacute,n llegaron a estos pa&iacute,ses con las &Oacute,rdenes Religiosas o portadas por peregrinos que viajaban a Caravaca atra&iacute,dos por la fama milagrosa de la Cruz. Tradici&oacute,n, cultura y religi&oacute,n en un espacio singular donde hoy se muestran en las paredes de piedra, la imborrable huella de la Cruz de Caravaca por el mundo.</p>;;;;;;;;;;;;;;
6119;Museo de Archena;Avenida del Río Segura;30600;Archena;;627 973 612/ 630 612 998;;;;;-1.2957253;38.120958;<p>Es un edificio de dise&ntilde,o modernista, construido en el emblem&aacute,tico paraje natural de la ribera del r&iacute,o Segura, desde donde se puede disfrutar de las incre&iacute,bles vistas de &quot,Cabecico del T&iacute,o P&iacute,o&quot,, lugar de importantes restos arqueol&oacute,gicos, y del magn&iacute,fico entorno natural que le rodea.&nbsp,<br />El Museo de Archena se presenta como un espacio din&aacute,mico, distribuido en cuatro salas, en el que se exponen multitud de restos arqueol&oacute,gicos y documentaci&oacute,n de gran contenido hist&oacute,rico, que narra el pasado de este municipio y de su Villa Termal .</p>;;;;;;;;;;;;;;
13;Museo de Arte de San Miguel Arcángel;C/ del Chorrador. Junto Iglesia San Miguel;30170;Mula;MULA;653 103 440;;;;;-1.4905;38.04238;<p>Del siglo XVI al XX. El Museo de Arte de San Miguel Arc&aacute,ngel muestra tanto obras religiosas como profanas y acoge colecciones como la de &quot,La Canal Blaya&quot,.<br />Dividido en cinco salas, por sus estancias se pueden conocer desde la historia de Ca&iacute,n y Abel, el arrepentimiento de San Pedro o la Adoraci&oacute,n de los Pastores, pasando por alegor&iacute,as, signos zodiacales y bodegones, hasta llegar a pintura religiosa de los siglos XVI, XVII y XVIII o im&aacute,genes tan conocidas como el Cristo de Pasi&oacute,n, la Santa Cena o la Virgen Dolorosa.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-13-1_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-13-3_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-13-4_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-13-5_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-13-6_g.JPG;;;;;;;;;
40;Museo de Arte Ibérico El Cigarralejo;C/ Marqués, 1;30170;Mula;MULA;968 661 422;;museosregiondemurcia@carm.es;www.museosregiondemurcia.es/;www.museosregiondemurcia.es/;-1.490491;38.040337;<p>Poco imagina el visitante que la sede de este museo fue el antiguo Palacio del Marqu&eacute,s de Menahermosa construido en el siglo XVIII. A simple vista es un edificio de estilo barroco bastante sobrio coronado con pinturas que aluden a la profesi&oacute,n de su fundador.<br />Las piezas que contempla en su interior las don&oacute, el arque&oacute,logo Emeterio Cuadrado D&iacute,az. Los objetos, de gran valor, se encontraron en la necr&oacute,polis ib&eacute,rica de El Cigarralejo, situada en Mula. De ah&iacute, que se expongan m&aacute,s de 80 ajuares, piezas de cer&aacute,mica, esculturas p&eacute,treas o armamento.</p><p><a href='http://www.murciaturistica.es/PORTAL-2002/documentos/IYADOC6402010.pdf' target='_blank'>Folleto Museo Monogr&aacute,fico El Cigarralejo </a>(2 Mb)</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-40-1_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-40-2_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-40-4_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-40-6_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-40-7_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-40-8_g.JPG;;;;;;;;
5183;MUSEO DE BELENES DEL MUNDO;Calle Cánovas Varona, 1;30611;Ojós;;968 698 790;;museodebelenesdelmundo@gmail.com;http://www.museodebelenesdelmundo.es/;http://www.museodebelenesdelmundo.es/;-1.342177;38.147620;El Museo se encuentra enclavado en una de las tres casas blasonadas que posee el municipio de Ojós. Inaugurado el 23 de diciembre de 2013, expone más de 235 conjuntos de belenes de los cinco continentes, lo que nos permite apreciar la importancia que ha tenido y sigue teniendo el belenismo en todo el mundo.<br><br>La colección, adquirida por la Comunidad Autónoma en 1992, consta de más de 550 conjuntos, depende del MBAM y hasta la fecha solamente se habían mostrado de forma aislada algunos conjuntos.<br><br>En el Museo podemos ver desde los típicos nacimientos hasta composiciones integradas por más de cincuenta piezas. Aunque están fechados en torno a los años 1970-1990, se exponen piezas de cien años de antigüedad y piezas de autor con una enorme calidad artística.<br><br>El edificio consta de dos plantas con diversas salas distribuidas por criterios geográficos a excepción de la de materiales.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_5183_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_5183_2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_5183_3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_5183_4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_5183_5_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_5183_6_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_5183_7_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_5183_8_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_5183_9_g.jpg;;;;;
46;Museo de Bellas Artes de Murcia;C/ Obispo Frutos, 12;30003;Murcia;MURCIA;968 23 93 46;;museosregiondemurcia@carm.es;www.museosregiondemurcia.es;;-1.124087;37.986768;<p>El Museo de Bellas Artes de Murcia, tambi&eacute,n conocido como MUBAM, se ubica sobre el antiguo solar del Convento de la Trinidad, en el barrio de Santa Eulalia. El actual edificio se inaugur&oacute, en 1910, y tras varias reformas y adecuaciones museogr&aacute,ficas hoy d&iacute,a cuenta con dos espacios: El Pabell&oacute,n Cerd&aacute,n para la colecci&oacute,n permanente del Museo (que abarca desde el siglo XIX al XX) y el Pabell&oacute,n Contraste destinado a exposiciones temporales.<br /><br /><strong>&Eacute,POCA:</strong> Siglo XX<br /><strong>ESTILO:</strong> Ecl&eacute,ctico</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-46-2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00003020013_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00003020014_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00003020015_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00003020017_g.jpg;;;;;;;;;
1;Museo de Carmen Conde y Antonio Oliver;Centro Cultural Ramón Alonso Luzzy. C/ Jacinto Benavente, 7;30203;Cartagena;CARTAGENA;968 128 924 / 968 128 850;968 128 856;conde@ceta.es;;;4164386;678665;<p>El museo, que actualmente est&aacute, situado en el <strong>Centro Cultural Ram&oacute,n Alonso Luzzy</strong>, reproduce con total fidelidad el mobiliario y objetos de decoraci&oacute,n de la sala de estar - recibidor y el despacho del &uacute,ltimo domicilio (C/ Ferraz 47, Madrid) de la escritora Carmen Conde y de su marido Antonio Oliver.</p><p>Todos los objetos fueron donados por la propia escritora en el a&ntilde,o 1995 al Ayuntamiento de Cartagena. La colecci&oacute,n cuenta con cerca de 600 objetos relacionados con el arte y la etnograf&iacute,a.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/carmencondeinterior_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/general_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/sestar_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/despacho_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/despacho2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/estansecreter_g.jpg;;;;;;;;
47;Museo de Historia Local de San Javier;Ctra. a Cartagena, s/n;30730;San Javier;SAN JAVIER;968 573 700 ext. #5105  / 661 564059;;;;;-0.8362372;37.8066887;<p>En el museo, repartido en diversos apartados, se muestran aspectos de la historia de San Javier. En la secci&oacute,n de vida cotidiana, se han recogido los aspectos familiares, sociales y culturales de la historia local, relacionados con la agricultura, la pesca y el desarrollo de la aviaci&oacute,n.<br /><br />Tambi&eacute,n se muestran diferentes aspectos relacionados con las labores agr&iacute,colas y las artes de pesca tradicionales. Una sala dedicada a la <strong> Academia General del Aire</strong> tambi&eacute,n forma parte del discurso museogr&aacute,fico, complementado por una biblioteca y una hemeroteca. El museo cuenta con cerca de 1.250 objetos.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/sjaviexterior_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/sjaviinterior2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/sjaviinterior3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/sjaviartesania_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/sjaviaviones_g.jpg;;;;;;;;;
